,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
101,F. Al Harbi,21,Saudi Arabia,54,64,Al Raed,ST,51.0,30.0,33.0,53.0,44.0,51.0,35.0,30.0,44.0,33.0,53.0,52.0,53.0,53.0,37.0,51.0,35.0,30.0,44.0,33.0,53.0,52.0,53.0,53.0,37.0,53.0
102,K. Metz,19,Republic of Ireland,54,63,Burnley,ST,50.0,30.0,33.0,52.0,43.0,50.0,37.0,30.0,43.0,33.0,52.0,51.0,53.0,52.0,38.0,50.0,37.0,30.0,43.0,33.0,52.0,51.0,53.0,52.0,38.0,53.0
103,M. Al Johani,22,Saudi Arabia,54,63,Ohod Club,ST,51.0,28.0,31.0,54.0,44.0,51.0,35.0,28.0,44.0,31.0,54.0,51.0,53.0,52.0,36.0,51.0,35.0,28.0,44.0,31.0,54.0,51.0,53.0,52.0,36.0,53.0
104,S. Donnelly,24,Republic of Ireland,54,59,Bohemian FC,ST,48.0,31.0,32.0,51.0,42.0,48.0,34.0,31.0,42.0,32.0,51.0,47.0,53.0,49.0,35.0,48.0,34.0,31.0,42.0,32.0,51.0,47.0,53.0,49.0,35.0,53.0
105,J. Law,18,England,54,62,Mansfield Town,ST,50.0,32.0,33.0,52.0,43.0,50.0,37.0,32.0,43.0,33.0,52.0,51.0,53.0,52.0,38.0,50.0,37.0,32.0,43.0,33.0,52.0,51.0,53.0,52.0,38.0,53.0
106,F. Piszczek,22,Poland,54,61,Sandecja Nowy Sącz,ST,49.0,32.0,34.0,51.0,43.0,49.0,34.0,32.0,43.0,34.0,51.0,49.0,53.0,50.0,36.0,49.0,34.0,32.0,43.0,34.0,51.0,49.0,53.0,50.0,36.0,53.0
107,A. Zahui Bazoukou,21,Sweden,54,62,AFC Eskilstuna,ST,47.0,33.0,34.0,50.0,42.0,47.0,34.0,33.0,42.0,34.0,50.0,47.0,53.0,48.0,35.0,47.0,34.0,33.0,42.0,34.0,50.0,47.0,53.0,48.0,35.0,53.0
108,L. Reynolds,21,England,54,64,Newport County,ST,48.0,32.0,33.0,51.0,41.0,48.0,38.0,32.0,41.0,33.0,51.0,50.0,53.0,51.0,39.0,48.0,38.0,32.0,41.0,33.0,51.0,50.0,53.0,51.0,39.0,53.0
109,F. Rodríguez Calleriza,21,Uruguay,54,60,Sandefjord Fotball,ST,50.0,31.0,32.0,52.0,43.0,50.0,35.0,31.0,43.0,32.0,52.0,50.0,53.0,52.0,36.0,50.0,35.0,31.0,43.0,32.0,52.0,50.0,53.0,52.0,36.0,53.0
110,I. Messaoud,17,Algeria,54,66,GFC Ajaccio,ST,52.0,31.0,35.0,52.0,46.0,52.0,34.0,31.0,46.0,35.0,52.0,50.0,53.0,51.0,36.0,52.0,34.0,31.0,46.0,35.0,52.0,50.0,53.0,51.0,36.0,53.0
111,B. Lasme,18,France,54,74,FC Sochaux-Montbéliard,ST,51.0,34.0,35.0,52.0,45.0,51.0,35.0,34.0,45.0,35.0,52.0,51.0,53.0,51.0,37.0,51.0,35.0,34.0,45.0,35.0,52.0,51.0,53.0,51.0,37.0,53.0
112,A. Takagi,19,Japan,54,69,Gamba Osaka,ST,50.0,37.0,40.0,52.0,46.0,50.0,44.0,37.0,46.0,40.0,52.0,52.0,53.0,52.0,46.0,50.0,44.0,37.0,46.0,40.0,52.0,52.0,53.0,52.0,46.0,53.0
113,S. Cosgrove,20,England,54,64,Carlisle United,ST,51.0,34.0,37.0,52.0,46.0,51.0,36.0,34.0,46.0,37.0,52.0,50.0,53.0,51.0,38.0,51.0,36.0,34.0,46.0,37.0,52.0,50.0,53.0,51.0,38.0,53.0
114,A. Majok,18,Australia,54,67,Western Sydney Wanderers,ST,50.0,31.0,32.0,53.0,42.0,50.0,37.0,31.0,42.0,32.0,53.0,52.0,53.0,54.0,39.0,50.0,37.0,31.0,42.0,32.0,53.0,52.0,53.0,54.0,39.0,53.0
115,N. Leighton,18,England,54,68,Millwall,ST,47.0,36.0,35.0,50.0,41.0,47.0,36.0,36.0,41.0,35.0,50.0,47.0,53.0,48.0,36.0,47.0,36.0,36.0,41.0,35.0,50.0,47.0,53.0,48.0,36.0,53.0
116,C. Triana,20,Colombia,54,64,CD Once Caldas Manizales,ST,49.0,31.0,32.0,51.0,42.0,49.0,34.0,31.0,42.0,32.0,51.0,48.0,53.0,50.0,35.0,49.0,34.0,31.0,42.0,32.0,51.0,48.0,53.0,50.0,35.0,53.0
117,O. Shaw,19,Scotland,54,69,Hibernian,ST,50.0,31.0,33.0,52.0,44.0,50.0,35.0,31.0,44.0,33.0,52.0,49.0,53.0,50.0,36.0,50.0,35.0,31.0,44.0,33.0,52.0,49.0,53.0,50.0,36.0,53.0
118,D. Kurminowski,18,Poland,54,70,Lech Poznań,ST,49.0,31.0,33.0,52.0,43.0,49.0,35.0,31.0,43.0,33.0,52.0,50.0,53.0,50.0,37.0,49.0,35.0,31.0,43.0,33.0,52.0,50.0,53.0,50.0,37.0,53.0
119,S. Boyd,20,Scotland,54,71,Hamilton Academical FC,ST,51.0,28.0,32.0,53.0,45.0,51.0,33.0,28.0,45.0,32.0,53.0,49.0,53.0,51.0,35.0,51.0,33.0,28.0,45.0,32.0,53.0,49.0,53.0,51.0,35.0,53.0
120,O. Zanzala,20,Congo,54,67,Derby County,ST,49.0,38.0,37.0,50.0,44.0,49.0,36.0,38.0,44.0,37.0,50.0,47.0,53.0,48.0,37.0,49.0,36.0,38.0,44.0,37.0,50.0,47.0,53.0,48.0,37.0,53.0
121,E. Sabbi,19,United States,55,65,Hobro IK,ST,52.0,32.0,34.0,54.0,44.0,52.0,38.0,32.0,44.0,34.0,54.0,53.0,54.0,54.0,39.0,52.0,38.0,32.0,44.0,34.0,54.0,53.0,54.0,54.0,39.0,54.0
122,L. Ellington,18,England,55,67,Bristol Rovers,ST,50.0,41.0,39.0,52.0,45.0,50.0,42.0,41.0,45.0,39.0,52.0,50.0,54.0,51.0,42.0,50.0,42.0,41.0,45.0,39.0,52.0,50.0,54.0,51.0,42.0,54.0
123,N. Bustos,18,Argentina,55,72,Talleres de Cordoba,ST,54.0,30.0,34.0,55.0,46.0,54.0,37.0,30.0,46.0,34.0,55.0,53.0,55.0,55.0,39.0,54.0,37.0,30.0,46.0,34.0,55.0,53.0,55.0,55.0,39.0,55.0
124,A. Pinga,19,Switzerland,55,67,FC Sion,ST,49.0,35.0,34.0,51.0,43.0,49.0,35.0,35.0,43.0,34.0,51.0,47.0,54.0,49.0,36.0,49.0,35.0,35.0,43.0,34.0,51.0,47.0,54.0,49.0,36.0,54.0
125,P. Vagic,17,Sweden,55,72,Malmö FF,ST,53.0,34.0,39.0,53.0,47.0,53.0,41.0,34.0,47.0,39.0,53.0,54.0,50.0,54.0,43.0,53.0,41.0,34.0,47.0,39.0,53.0,54.0,50.0,54.0,43.0,50.0
126,S. Mullings,23,England,55,62,Forest Green,ST,47.0,37.0,34.0,50.0,41.0,47.0,35.0,37.0,41.0,34.0,50.0,47.0,54.0,48.0,35.0,47.0,35.0,37.0,41.0,34.0,50.0,47.0,54.0,48.0,35.0,54.0
127,K. Nissen,19,Denmark,55,66,Sogndal,ST,49.0,33.0,34.0,51.0,44.0,49.0,34.0,33.0,44.0,34.0,51.0,48.0,54.0,50.0,36.0,49.0,34.0,33.0,44.0,34.0,51.0,48.0,54.0,50.0,36.0,54.0
128,T. Smith,18,England,55,73,Sheffield United,ST,54.0,30.0,33.0,55.0,45.0,54.0,37.0,30.0,45.0,33.0,55.0,54.0,54.0,56.0,38.0,54.0,37.0,30.0,45.0,33.0,55.0,54.0,54.0,56.0,38.0,54.0
129,W. Graham,18,Scotland,55,70,Kilmarnock,ST,49.0,32.0,33.0,51.0,43.0,49.0,35.0,32.0,43.0,33.0,51.0,48.0,54.0,49.0,36.0,49.0,35.0,32.0,43.0,33.0,51.0,48.0,54.0,49.0,36.0,54.0
130,G. Koyalipou,17,France,55,73,Chamois Niortais FC,ST,53.0,32.0,36.0,54.0,47.0,53.0,38.0,32.0,47.0,36.0,54.0,53.0,54.0,54.0,40.0,53.0,38.0,32.0,47.0,36.0,54.0,53.0,54.0,54.0,40.0,54.0
131,O. Bugiel,23,Lebanon,55,62,Forest Green,ST,50.0,32.0,33.0,53.0,43.0,50.0,33.0,32.0,43.0,33.0,53.0,50.0,54.0,51.0,35.0,50.0,33.0,32.0,43.0,33.0,53.0,50.0,54.0,51.0,35.0,54.0
132,R. Bennett,26,England,55,58,Carlisle United,ST,46.0,37.0,34.0,49.0,40.0,46.0,35.0,37.0,40.0,34.0,49.0,45.0,54.0,47.0,36.0,46.0,35.0,37.0,40.0,34.0,49.0,45.0,54.0,47.0,36.0,54.0
133,I. Camara,24,Guinea Bissau,55,60,Avellino,ST,52.0,43.0,42.0,53.0,47.0,52.0,43.0,43.0,47.0,42.0,53.0,51.0,54.0,53.0,44.0,52.0,43.0,43.0,47.0,42.0,53.0,51.0,54.0,53.0,44.0,54.0
134,S. Tigges,18,Germany,55,68,VfL Osnabrück,ST,51.0,46.0,47.0,52.0,50.0,51.0,47.0,46.0,50.0,47.0,52.0,54.0,54.0,53.0,49.0,51.0,47.0,46.0,50.0,47.0,52.0,54.0,54.0,53.0,49.0,54.0
135,A. Agouda,18,Norway,55,70,Strømsgodset IF,ST,51.0,34.0,35.0,53.0,44.0,51.0,38.0,34.0,44.0,35.0,53.0,50.0,54.0,52.0,39.0,51.0,38.0,34.0,44.0,35.0,53.0,50.0,54.0,52.0,39.0,54.0
136,A. Ramalingom,24,France,55,61,AC Ajaccio,ST,49.0,30.0,32.0,51.0,43.0,49.0,33.0,30.0,43.0,32.0,51.0,47.0,54.0,49.0,34.0,49.0,33.0,30.0,43.0,32.0,51.0,47.0,54.0,49.0,34.0,54.0
137,L. Rowe,18,England,55,70,Barnsley,ST,48.0,38.0,37.0,51.0,43.0,48.0,36.0,38.0,43.0,37.0,51.0,47.0,54.0,48.0,37.0,48.0,36.0,38.0,43.0,37.0,51.0,47.0,54.0,48.0,37.0,54.0
138,Herson Alves,20,Portugal,55,66,Brentford,ST,51.0,32.0,34.0,53.0,44.0,51.0,37.0,32.0,44.0,34.0,53.0,50.0,54.0,52.0,38.0,51.0,37.0,32.0,44.0,34.0,53.0,50.0,54.0,52.0,38.0,54.0
139,M. Żebrakowski,20,Poland,55,69,Arka Gdynia,ST,47.0,42.0,39.0,49.0,43.0,47.0,37.0,42.0,43.0,39.0,49.0,45.0,54.0,47.0,37.0,47.0,37.0,42.0,43.0,39.0,49.0,45.0,54.0,47.0,37.0,54.0
140,B. Clayton,19,England,55,66,Brentford,ST,51.0,34.0,36.0,53.0,44.0,51.0,37.0,34.0,44.0,36.0,53.0,48.0,54.0,50.0,38.0,51.0,37.0,34.0,44.0,36.0,53.0,48.0,54.0,50.0,38.0,54.0
141,R. Balanta,24,Colombia,55,61,Alianza Petrolera,ST,50.0,31.0,32.0,53.0,43.0,50.0,35.0,31.0,43.0,32.0,53.0,50.0,54.0,52.0,36.0,50.0,35.0,31.0,43.0,32.0,53.0,50.0,54.0,52.0,36.0,54.0
142,D. Mushitu,17,Sweden,55,69,AIK Solna,ST,50.0,33.0,36.0,52.0,45.0,50.0,36.0,33.0,45.0,36.0,52.0,51.0,54.0,51.0,38.0,50.0,36.0,33.0,45.0,36.0,52.0,51.0,54.0,51.0,38.0,54.0
143,N. Hunziker,21,Switzerland,55,68,FC Thun,ST,49.0,34.0,34.0,51.0,44.0,49.0,33.0,34.0,44.0,34.0,51.0,47.0,54.0,48.0,35.0,49.0,33.0,34.0,44.0,34.0,51.0,47.0,54.0,48.0,35.0,54.0
144,N. Baden Frederiksen,17,Denmark,55,68,FC Nordsjælland,ST,50.0,31.0,33.0,52.0,43.0,50.0,35.0,31.0,43.0,33.0,52.0,50.0,54.0,51.0,36.0,50.0,35.0,31.0,43.0,33.0,52.0,50.0,54.0,51.0,36.0,54.0
145,M. Karaahmet,17,Turkey,55,70,Karlsruher SC,ST,52.0,32.0,36.0,54.0,45.0,52.0,36.0,32.0,45.0,36.0,54.0,52.0,54.0,54.0,39.0,52.0,36.0,32.0,45.0,36.0,54.0,52.0,54.0,54.0,39.0,54.0
146,P. Omombe,22,France,55,61,Paris FC,ST,53.0,35.0,38.0,54.0,46.0,53.0,40.0,35.0,46.0,38.0,54.0,53.0,52.0,55.0,42.0,53.0,40.0,35.0,46.0,38.0,54.0,53.0,52.0,55.0,42.0,52.0
147,J. Gordon,21,England,55,66,Cheltenham Town,ST,53.0,32.0,35.0,55.0,46.0,53.0,39.0,32.0,46.0,35.0,55.0,55.0,54.0,56.0,41.0,53.0,39.0,32.0,46.0,35.0,55.0,55.0,54.0,56.0,41.0,54.0
148,C. Senior,20,England,55,67,Colchester United,ST,51.0,32.0,37.0,52.0,45.0,51.0,41.0,32.0,45.0,37.0,52.0,54.0,49.0,54.0,43.0,51.0,41.0,32.0,45.0,37.0,52.0,54.0,49.0,54.0,43.0,49.0
149,K. Lynge,26,Denmark,55,58,Hobro IK,ST,50.0,31.0,32.0,53.0,44.0,50.0,35.0,31.0,44.0,32.0,53.0,50.0,54.0,52.0,36.0,50.0,35.0,31.0,44.0,32.0,53.0,50.0,54.0,52.0,36.0,54.0
150,B. Crowley,20,Australia,55,62,Melbourne City,ST,51.0,32.0,33.0,53.0,43.0,51.0,35.0,32.0,43.0,33.0,53.0,51.0,54.0,53.0,37.0,51.0,35.0,32.0,43.0,33.0,53.0,51.0,54.0,53.0,37.0,54.0
151,M. Brændsrød,21,Norway,55,65,Sogndal,ST,57.0,47.0,49.0,56.0,53.0,57.0,53.0,47.0,53.0,49.0,56.0,59.0,54.0,59.0,54.0,57.0,53.0,47.0,53.0,49.0,56.0,59.0,54.0,59.0,54.0,54.0
152,A. Ammitzbøl,18,Denmark,55,64,Aarhus GF,ST,50.0,31.0,32.0,53.0,42.0,50.0,36.0,31.0,42.0,32.0,53.0,50.0,54.0,52.0,37.0,50.0,36.0,31.0,42.0,32.0,53.0,50.0,54.0,52.0,37.0,54.0
153,A. Avdijaj,23,Albania,55,62,Grasshopper Club Zürich,ST,47.0,40.0,36.0,49.0,42.0,47.0,36.0,40.0,42.0,36.0,49.0,45.0,54.0,47.0,36.0,47.0,36.0,40.0,42.0,36.0,49.0,45.0,54.0,47.0,36.0,54.0
154,B. Hanlan,20,England,55,71,Colchester United,ST,52.0,37.0,39.0,54.0,46.0,52.0,42.0,37.0,46.0,39.0,54.0,53.0,54.0,54.0,43.0,52.0,42.0,37.0,46.0,39.0,54.0,53.0,54.0,54.0,43.0,54.0
155,T. Mauer,20,Germany,55,65,FC Carl Zeiss Jena,ST,54.0,31.0,35.0,55.0,46.0,54.0,39.0,31.0,46.0,35.0,55.0,55.0,54.0,57.0,41.0,54.0,39.0,31.0,46.0,35.0,55.0,55.0,54.0,57.0,41.0,54.0
156,A. Ba,19,France,55,65,Southend United,ST,52.0,29.0,35.0,53.0,48.0,52.0,35.0,29.0,48.0,35.0,53.0,51.0,54.0,51.0,37.0,52.0,35.0,29.0,48.0,35.0,53.0,51.0,54.0,51.0,37.0,54.0
157,I. Boye,20,Nigeria,55,67,Örebro SK,ST,47.0,35.0,33.0,51.0,40.0,47.0,36.0,35.0,40.0,33.0,51.0,48.0,54.0,50.0,37.0,47.0,36.0,35.0,40.0,33.0,51.0,48.0,54.0,50.0,37.0,54.0
158,A. Connolly,17,Republic of Ireland,55,72,Brighton & Hove Albion,ST,50.0,33.0,34.0,52.0,43.0,50.0,35.0,33.0,43.0,34.0,52.0,50.0,54.0,51.0,37.0,50.0,35.0,33.0,43.0,34.0,52.0,50.0,54.0,51.0,37.0,54.0
159,S. Kenny,24,Republic of Ireland,55,60,Limerick FC,ST,53.0,36.0,41.0,53.0,49.0,53.0,43.0,36.0,49.0,41.0,53.0,54.0,52.0,54.0,45.0,53.0,43.0,36.0,49.0,41.0,53.0,54.0,52.0,54.0,45.0,52.0
160,P. Cunningham,20,Republic of Ireland,55,65,Galway United,ST,50.0,34.0,34.0,52.0,43.0,50.0,35.0,34.0,43.0,34.0,52.0,49.0,54.0,51.0,37.0,50.0,35.0,34.0,43.0,34.0,52.0,49.0,54.0,51.0,37.0,54.0
161,H. Cardwell,20,Scotland,55,69,Grimsby Town,ST,49.0,32.0,33.0,52.0,42.0,49.0,37.0,32.0,42.0,33.0,52.0,49.0,54.0,51.0,38.0,49.0,37.0,32.0,42.0,33.0,52.0,49.0,54.0,51.0,38.0,54.0
162,C. Olesen,21,Denmark,55,68,SønderjyskE,ST,53.0,41.0,42.0,54.0,48.0,53.0,43.0,41.0,48.0,42.0,54.0,54.0,54.0,55.0,45.0,53.0,43.0,41.0,48.0,42.0,54.0,54.0,54.0,55.0,45.0,54.0
163,S. Nombe,18,England,55,67,Milton Keynes Dons,ST,53.0,32.0,37.0,54.0,47.0,53.0,37.0,32.0,47.0,37.0,54.0,54.0,54.0,55.0,40.0,53.0,37.0,32.0,47.0,37.0,54.0,54.0,54.0,55.0,40.0,54.0
164,J. Nuttall,20,England,55,71,Blackburn Rovers,ST,47.0,40.0,38.0,50.0,43.0,47.0,39.0,40.0,43.0,38.0,50.0,48.0,54.0,48.0,39.0,47.0,39.0,40.0,43.0,38.0,50.0,48.0,54.0,48.0,39.0,54.0
165,K. Muskwe,19,England,55,70,Rotherham United,ST,52.0,32.0,33.0,54.0,43.0,52.0,36.0,32.0,43.0,33.0,54.0,51.0,54.0,54.0,38.0,52.0,36.0,32.0,43.0,33.0,54.0,51.0,54.0,54.0,38.0,54.0
166,S. Tuton,26,England,55,57,Barnsley,ST,50.0,30.0,32.0,53.0,43.0,50.0,36.0,30.0,43.0,32.0,53.0,51.0,54.0,52.0,38.0,50.0,36.0,30.0,43.0,32.0,53.0,51.0,54.0,52.0,38.0,54.0
167,J. Ponticelli,18,England,55,75,Coventry City,ST,49.0,29.0,31.0,53.0,41.0,49.0,34.0,29.0,41.0,31.0,53.0,48.0,54.0,51.0,35.0,49.0,34.0,29.0,41.0,31.0,53.0,48.0,54.0,51.0,35.0,54.0
168,T. Haraldsson,20,Iceland,55,65,Halmstads BK,ST,51.0,31.0,33.0,53.0,43.0,51.0,36.0,31.0,43.0,33.0,53.0,51.0,54.0,53.0,38.0,51.0,36.0,31.0,43.0,33.0,53.0,51.0,54.0,53.0,38.0,54.0
169,M. Attiyah,25,Saudi Arabia,55,60,Ohod Club,ST,50.0,31.0,33.0,51.0,43.0,50.0,35.0,31.0,43.0,33.0,51.0,49.0,54.0,51.0,37.0,50.0,35.0,31.0,43.0,33.0,51.0,49.0,54.0,51.0,37.0,54.0
170,M. Biamou,26,France,55,58,Coventry City,ST,46.0,35.0,33.0,51.0,40.0,46.0,37.0,35.0,40.0,33.0,51.0,48.0,54.0,49.0,37.0,46.0,37.0,35.0,40.0,33.0,51.0,48.0,54.0,49.0,37.0,54.0
171,B. Banda,19,South Africa,55,66,Finn Harps,ST,50.0,29.0,31.0,54.0,41.0,50.0,35.0,29.0,41.0,31.0,54.0,52.0,54.0,54.0,37.0,50.0,35.0,29.0,41.0,31.0,54.0,52.0,54.0,54.0,37.0,54.0
172,C. Vernam,20,England,55,69,Derby County,ST,52.0,34.0,35.0,53.0,44.0,52.0,37.0,34.0,44.0,35.0,53.0,51.0,54.0,53.0,38.0,52.0,37.0,34.0,44.0,35.0,53.0,51.0,54.0,53.0,38.0,54.0
173,E. Pierce,18,Republic of Ireland,55,72,West Bromwich Albion,ST,54.0,36.0,40.0,56.0,49.0,54.0,39.0,36.0,49.0,40.0,56.0,52.0,54.0,53.0,41.0,54.0,39.0,36.0,49.0,40.0,56.0,52.0,54.0,53.0,41.0,54.0
174,J. Lundberg,19,Sweden,55,64,Örebro SK,ST,51.0,32.0,33.0,53.0,44.0,51.0,34.0,32.0,44.0,33.0,53.0,49.0,54.0,52.0,36.0,51.0,34.0,32.0,44.0,33.0,53.0,49.0,54.0,52.0,36.0,54.0
175,G. Rizzo,20,Germany,56,67,FC Ingolstadt 04,ST,50.0,34.0,34.0,52.0,43.0,50.0,34.0,34.0,43.0,34.0,52.0,48.0,55.0,50.0,35.0,50.0,34.0,34.0,43.0,34.0,52.0,48.0,55.0,50.0,35.0,55.0
176,G. Gerkondani,19,Norway,56,71,Tromsø IL,ST,52.0,34.0,35.0,55.0,44.0,52.0,38.0,34.0,44.0,35.0,55.0,52.0,55.0,55.0,40.0,52.0,38.0,34.0,44.0,35.0,55.0,52.0,55.0,55.0,40.0,55.0
177,B. Igiehon,23,Switzerland,56,62,Sligo Rovers,ST,51.0,41.0,41.0,53.0,47.0,51.0,39.0,41.0,47.0,41.0,53.0,51.0,55.0,51.0,40.0,51.0,39.0,41.0,47.0,41.0,53.0,51.0,55.0,51.0,40.0,55.0
178,C. Ogbene,20,Republic of Ireland,56,68,Limerick FC,ST,54.0,45.0,45.0,55.0,48.0,54.0,48.0,45.0,48.0,45.0,55.0,55.0,55.0,56.0,49.0,54.0,48.0,45.0,48.0,45.0,55.0,55.0,55.0,56.0,49.0,55.0
179,Alan,20,Brazil,56,67,LASK Linz,ST,53.0,32.0,36.0,54.0,48.0,53.0,36.0,32.0,48.0,36.0,54.0,53.0,55.0,53.0,39.0,53.0,36.0,32.0,48.0,36.0,54.0,53.0,55.0,53.0,39.0,55.0
180,C. Rojas,19,Colombia,56,65,Envigado FC,ST,52.0,32.0,35.0,55.0,44.0,52.0,37.0,32.0,44.0,35.0,55.0,51.0,55.0,53.0,39.0,52.0,37.0,32.0,44.0,35.0,55.0,51.0,55.0,53.0,39.0,55.0
181,N. Batalla,19,Colombia,56,68,Corporación Club Deportivo Tuluá,ST,56.0,47.0,51.0,56.0,54.0,56.0,53.0,47.0,54.0,51.0,56.0,58.0,55.0,57.0,55.0,56.0,53.0,47.0,54.0,51.0,56.0,58.0,55.0,57.0,55.0,55.0
182,A. De Oliveira Maia,19,France,56,68,Valenciennes FC,ST,51.0,32.0,33.0,54.0,44.0,51.0,34.0,32.0,44.0,33.0,54.0,51.0,55.0,53.0,36.0,51.0,34.0,32.0,44.0,33.0,54.0,51.0,55.0,53.0,36.0,55.0
183,T. Müsel,17,Germany,56,72,1. FC Kaiserslautern,ST,55.0,36.0,40.0,56.0,49.0,55.0,41.0,36.0,49.0,40.0,56.0,56.0,55.0,57.0,44.0,55.0,41.0,36.0,49.0,40.0,56.0,56.0,55.0,57.0,44.0,55.0
184,V. Kusej,17,Czech Republic,56,79,SG Dynamo Dresden,ST,56.0,29.0,35.0,57.0,48.0,56.0,38.0,29.0,48.0,35.0,57.0,56.0,55.0,58.0,41.0,56.0,38.0,29.0,48.0,35.0,57.0,56.0,55.0,58.0,41.0,55.0
185,J. Dolný,25,Slovakia,56,59,Derry City,ST,55.0,31.0,37.0,56.0,50.0,55.0,36.0,31.0,50.0,37.0,56.0,55.0,56.0,56.0,39.0,55.0,36.0,31.0,50.0,37.0,56.0,55.0,56.0,56.0,39.0,56.0
186,J. McDonagh,21,Northern Ireland,56,66,Sligo Rovers,ST,53.0,36.0,39.0,54.0,47.0,53.0,42.0,36.0,47.0,39.0,54.0,55.0,53.0,56.0,45.0,53.0,42.0,36.0,47.0,39.0,54.0,55.0,53.0,56.0,45.0,53.0
187,P. Schmidt,18,Austria,56,74,FC Admira Wacker Mödling,ST,51.0,32.0,32.0,53.0,41.0,51.0,35.0,32.0,41.0,32.0,53.0,50.0,55.0,53.0,35.0,51.0,35.0,32.0,41.0,32.0,53.0,50.0,55.0,53.0,35.0,55.0
188,R. Mierez,20,Argentina,56,70,Club Atlético Tigre,ST,51.0,35.0,37.0,52.0,46.0,51.0,38.0,35.0,46.0,37.0,52.0,50.0,55.0,51.0,40.0,51.0,38.0,35.0,46.0,37.0,52.0,50.0,55.0,51.0,40.0,55.0
189,C. Carletti,20,Italy,56,64,Carpi,ST,49.0,33.0,34.0,52.0,44.0,49.0,33.0,33.0,44.0,34.0,52.0,48.0,55.0,49.0,35.0,49.0,33.0,33.0,44.0,34.0,52.0,48.0,55.0,49.0,35.0,55.0
190,J. Soladio,19,Belgium,56,68,KV Mechelen,ST,54.0,32.0,38.0,55.0,49.0,54.0,38.0,32.0,49.0,38.0,55.0,53.0,55.0,54.0,40.0,54.0,38.0,32.0,49.0,38.0,55.0,53.0,55.0,54.0,40.0,55.0
191,Y. Frick,19,Liechtenstein,56,70,Perugia,ST,49.0,38.0,37.0,51.0,44.0,49.0,36.0,38.0,44.0,37.0,51.0,48.0,55.0,49.0,37.0,49.0,36.0,38.0,44.0,37.0,51.0,48.0,55.0,49.0,37.0,55.0
192,M. Berisha,19,Kosovo,56,73,LASK Linz,ST,55.0,33.0,38.0,56.0,50.0,55.0,38.0,33.0,50.0,38.0,56.0,56.0,57.0,56.0,40.0,55.0,38.0,33.0,50.0,38.0,56.0,56.0,57.0,56.0,40.0,57.0
193,G. Pender,23,Republic of Ireland,56,62,Bray Wanderers,ST,52.0,34.0,37.0,54.0,48.0,52.0,36.0,34.0,48.0,37.0,54.0,51.0,55.0,52.0,38.0,52.0,36.0,34.0,48.0,37.0,54.0,51.0,55.0,52.0,38.0,55.0
194,M. Volpe,19,Italy,56,70,Frosinone,ST,48.0,39.0,37.0,51.0,43.0,48.0,37.0,39.0,43.0,37.0,51.0,47.0,55.0,48.0,37.0,48.0,37.0,39.0,43.0,37.0,51.0,47.0,55.0,48.0,37.0,55.0
195,R. Velazco,24,United States,56,63,Real Salt Lake,ST,54.0,35.0,40.0,55.0,49.0,54.0,41.0,35.0,49.0,40.0,55.0,54.0,55.0,54.0,43.0,54.0,41.0,35.0,49.0,40.0,55.0,54.0,55.0,54.0,43.0,55.0
196,F. Dietz,18,Germany,56,74,FC Carl Zeiss Jena,ST,49.0,34.0,34.0,51.0,44.0,49.0,34.0,34.0,44.0,34.0,51.0,47.0,55.0,48.0,35.0,49.0,34.0,34.0,44.0,34.0,51.0,47.0,55.0,48.0,35.0,55.0
197,S. Grønning,20,Denmark,56,66,Hobro IK,ST,52.0,31.0,33.0,54.0,44.0,52.0,36.0,31.0,44.0,33.0,54.0,52.0,55.0,54.0,38.0,52.0,36.0,31.0,44.0,33.0,54.0,52.0,55.0,54.0,38.0,55.0
198,T. Elsebutangen,19,Norway,56,72,Vålerenga Fotball,ST,51.0,34.0,35.0,53.0,44.0,51.0,37.0,34.0,44.0,35.0,53.0,51.0,55.0,52.0,38.0,51.0,37.0,34.0,44.0,35.0,53.0,51.0,55.0,52.0,38.0,55.0
199,M. Jakoliš,20,Croatia,56,68,FC Admira Wacker Mödling,ST,55.0,32.0,34.0,56.0,47.0,55.0,37.0,32.0,47.0,34.0,56.0,55.0,56.0,58.0,39.0,55.0,37.0,32.0,47.0,34.0,56.0,55.0,56.0,58.0,39.0,56.0
200,M. Candlin,17,England,56,76,Walsall,ST,50.0,33.0,33.0,52.0,43.0,50.0,36.0,33.0,43.0,33.0,52.0,49.0,55.0,51.0,36.0,50.0,36.0,33.0,43.0,33.0,52.0,49.0,55.0,51.0,36.0,55.0
201,R. Currie,19,Scotland,56,74,Heart of Midlothian,ST,50.0,29.0,30.0,53.0,42.0,50.0,33.0,29.0,42.0,30.0,53.0,50.0,55.0,52.0,34.0,50.0,33.0,29.0,42.0,30.0,53.0,50.0,55.0,52.0,34.0,55.0
202,E. Ngassaki Ndongo,20,Congo,56,65,Stade Brestois 29,ST,53.0,29.0,31.0,55.0,44.0,53.0,35.0,29.0,44.0,31.0,55.0,52.0,55.0,54.0,36.0,53.0,35.0,29.0,44.0,31.0,55.0,52.0,55.0,54.0,36.0,55.0
